cc_p20,cc_p40,cc_p60,cc_p80,cc_default,date,x,y,cc_p20_perc,cc_p40_perc,cc_p60_perc,cc_p80_perc,cc_default_perc,harvested,ndvi
237949,207641,168603,83073,217705,2017-01-11,6144,5120,90.8,79.2,64.3,31.7,83.0,500,0.3773709040195572
86361,59683,47024,33426,67128,2017-02-10,6144,5120,32.9,22.8,17.9,12.8,25.6,6368,0.5615465620759443
42440,29955,23923,16147,33854,2017-02-20,6144,5120,16.2,11.4,9.1,6.2,12.9,8770,0.5991329122149173
207271,153506,126720,102018,161661,2017-03-02,6144,5120,79.1,58.6,48.3,38.9,61.7,2925,0.436831387678762
102911,79758,66433,53131,89812,2017-03-12,6144,5120,39.3,30.4,25.3,20.3,34.3,7517,0.5536839179067917
665,287,228,170,460,2017-04-01,6144,5120,0.3,0.1,0.1,0.1,0.2,21121,0.5345571077686824
1279,336,242,130,486,2017-04-11,6144,5120,0.5,0.1,0.1,0.0,0.2,15975,0.5176319104086864
261994,260921,260036,258609,261319,2017-05-01,6144,5120,99.9,99.5,99.2,98.7,99.7,810,0.12800589716995048
809,316,256,173,465,2017-05-11,6144,5120,0.3,0.1,0.1,0.1,0.2,16443,0.6007721565575036
239914,200847,177552,154468,214289,2017-05-21,6144,5120,91.5,76.6,67.7,58.9,81.7,5615,0.27964477150898104
215044,141095,98158,65456,164655,2017-05-31,6144,5120,82.0,53.8,37.4,25.0,62.8,22564,0.35418592173393154
13712,3363,1786,888,3875,2017-06-20,6144,5120,5.2,1.3,0.7,0.3,1.5,17989,0.5726333217269278
261248,242100,216027,189030,248935,2017-07-10,6144,5120,99.7,92.4,82.4,72.1,95.0,7161,0.18619194543938972
868,77,44,25,0,2017-07-20,6144,5120,0.3,0.0,0.0,0.0,0.0,35776,0.5579230334240589
234441,194150,180969,171148,201493,2017-07-30,6144,5120,89.4,74.1,69.0,65.3,76.9,19541,0.19479963549405468
471,44,25,8,18,2017-08-09,6144,5120,0.2,0.0,0.0,0.0,0.0,51429,0.4669743893451339
201,26,18,5,0,2017-08-19,6144,5120,0.1,0.0,0.0,0.0,0.0,62943,0.41063934010794223
8860,4602,3389,2454,5491,2017-09-08,6144,5120,3.4,1.8,1.3,0.9,2.1,80769,0.3226129675676723
228855,157764,129311,110636,173492,2017-09-18,6144,5120,87.3,60.2,49.3,42.2,66.2,52169,0.20419909850374185
127084,84538,66143,44577,97490,2017-09-28,6144,5120,48.5,32.2,25.2,17.0,37.2,66402,0.21300939709649785
158842,129252,117429,104815,141196,2017-10-08,6144,5120,60.6,49.3,44.8,40.0,53.9,67625,0.19318881630042406
625,176,126,71,273,2017-10-28,6144,5120,0.2,0.1,0.0,0.0,0.1,55846,0.3634301678971192
878,185,118,62,282,2017-11-07,6144,5120,0.3,0.1,0.0,0.0,0.1,40015,0.4258298440344493
218523,162609,140286,126273,171852,2017-11-17,6144,5120,83.4,62.0,53.5,48.2,65.6,8068,0.3309834059288525
57332,31132,23933,17928,36045,2017-11-27,6144,5120,21.9,11.9,9.1,6.8,13.8,10592,0.5088206450725835
30052,21957,18259,14077,25214,2017-12-07,6144,5120,11.5,8.4,7.0,5.4,9.6,5344,0.5505912553730301
128777,75012,63253,50827,82864,2017-12-17,6144,5120,49.1,28.6,24.1,19.4,31.6,7826,0.5334504151864973
18300,11534,7930,3692,13899,2017-12-27,6144,5120,7.0,4.4,3.0,1.4,5.3,10723,0.5584481714955579
211845,171527,148684,126514,181308,2018-01-06,6144,5120,80.8,65.4,56.7,48.3,69.2,6931,0.26533301406973525
256453,228856,207497,184037,237878,2018-01-26,6144,5120,97.8,87.3,79.2,70.2,90.7,4817,0.22983961748286574
262141,262128,262098,261992,262144,2018-02-15,6144,5120,100.0,100.0,100.0,99.9,100.0,999,0.07178707139902178
181700,137273,120117,100947,150601,2018-03-17,6144,5120,69.3,52.4,45.8,38.5,57.4,1405,0.5091557891209821
212230,137450,99942,67209,150199,2018-04-16,6144,5120,81.0,52.4,38.1,25.6,57.3,2275,0.4933908239965868
821,233,170,126,381,2018-04-26,6144,5120,0.3,0.1,0.1,0.0,0.1,5109,0.6832989110848009
261206,250155,230422,206840,255586,2018-05-06,6144,5120,99.6,95.4,87.9,78.9,97.5,14727,0.13096751506504875
261996,259716,252126,235553,261031,2018-05-26,6144,5120,99.9,99.1,96.2,89.9,99.6,2167,0.15241923923369347
7605,689,248,79,894,2018-06-05,6144,5120,2.9,0.3,0.1,0.0,0.3,18322,0.6059913152358705
2409,415,125,26,584,2018-06-15,6144,5120,0.9,0.2,0.0,0.0,0.2,18542,0.5731178810774713
216728,141761,86392,42783,170126,2018-06-25,6144,5120,82.7,54.1,33.0,16.3,64.9,16712,0.3599238881882427
14606,5251,3541,1994,6682,2018-07-05,6144,5120,5.6,2.0,1.4,0.8,2.5,31746,0.5181596080214745
1222,145,51,28,127,2018-07-15,6144,5120,0.5,0.1,0.0,0.0,0.0,35747,0.5244977945205509
19349,7289,1804,140,9487,2018-07-25,6144,5120,7.4,2.8,0.7,0.1,3.6,42195,0.44478443157714265
78777,51696,41964,30939,60290,2018-08-04,6144,5120,30.1,19.7,16.0,11.8,23.0,48938,0.3481543827348233
189927,129786,100723,79585,141872,2018-08-14,6144,5120,72.5,49.5,38.4,30.4,54.1,49217,0.2623013416622436
39466,21646,14813,8116,26995,2018-08-24,6144,5120,15.1,8.3,5.7,3.1,10.3,92628,0.2899671188630695
247,51,40,21,88,2018-09-03,6144,5120,0.1,0.0,0.0,0.0,0.0,108251,0.30815278080093
99584,68502,60018,51766,77109,2018-09-13,6144,5120,38.0,26.1,22.9,19.7,29.4,91159,0.2265300649858667
139589,56222,42256,37509,60582,2018-10-03,6144,5120,53.2,21.4,16.1,14.3,23.1,107526,0.2515012639544791
153988,118233,105460,90088,131115,2018-10-23,6144,5120,58.7,45.1,40.2,34.4,50.0,66765,0.19880636678306174
92710,60085,47302,33397,68579,2018-11-02,6144,5120,35.4,22.9,18.0,12.7,26.2,70618,0.2661566563478829
43363,5959,3496,2069,7145,2018-11-12,6144,5120,16.5,2.3,1.3,0.8,2.7,59414,0.3634654019755922
1966,403,220,133,509,2018-11-22,6144,5120,0.7,0.2,0.1,0.1,0.2,57736,0.37055826827725297
127557,78010,60055,51819,87284,2018-12-02,6144,5120,48.7,29.8,22.9,19.8,33.3,41084,0.3001842482249695
262144,262143,262139,262131,262144,2019-01-01,6144,5120,100.0,100.0,100.0,100.0,100.0,0,0.012398564743701405
225853,167207,137969,120412,177084,2019-01-21,6144,5120,86.2,63.8,52.6,45.9,67.6,4093,0.4086336680926322
1179,287,205,97,444,2019-02-20,6144,5120,0.4,0.1,0.1,0.0,0.2,6505,0.6203008253144869
76579,46996,38190,29355,52395,2019-03-02,6144,5120,29.2,17.9,14.6,11.2,20.0,16376,0.5416122782517232
1138,299,201,108,419,2019-03-12,6144,5120,0.4,0.1,0.1,0.0,0.2,15702,0.6260241439084404
231981,145886,105804,86085,158080,2019-04-11,6144,5120,88.5,55.7,40.4,32.8,60.3,4702,0.45646947815573796
262111,259569,251665,231235,261153,2019-04-21,6144,5120,100.0,99.0,96.0,88.2,99.6,1509,0.2853400518407364
242542,195813,160283,110036,204372,2019-05-01,6144,5120,92.5,74.7,61.1,42.0,78.0,2986,0.3787052901828122
1245,275,176,104,404,2019-05-11,6144,5120,0.5,0.1,0.1,0.0,0.2,5731,0.6546261495497356
204294,86737,46391,17709,98215,2019-05-21,6144,5120,77.9,33.1,17.7,6.8,37.5,1541,0.5677850355331052
261463,256552,238226,211998,259570,2019-06-10,6144,5120,99.7,97.9,90.9,80.9,99.0,3006,0.1819561243064832
1144,198,123,78,262,2019-06-20,6144,5120,0.4,0.1,0.0,0.0,0.1,10277,0.6552994310613945
6486,3581,2667,1756,4176,2019-06-30,6144,5120,2.5,1.4,1.0,0.7,1.6,15691,0.6203904290702663
1106,133,58,40,140,2019-07-20,6144,5120,0.4,0.1,0.0,0.0,0.1,20613,0.5849912280676846
191899,137432,117415,100690,149571,2019-07-30,6144,5120,73.2,52.4,44.8,38.4,57.1,9195,0.37646114284020576
618,135,79,48,182,2019-08-09,6144,5120,0.2,0.1,0.0,0.0,0.1,25187,0.5531707061180968
140106,100394,86693,72273,113237,2016-12-22,6144,5632,53.4,38.3,33.1,27.6,43.2,20514,0.32660610790389344
175029,138499,121479,108363,145560,2017-01-01,6144,5632,66.8,52.8,46.3,41.3,55.5,13747,0.292564843583974
156764,118532,84810,28404,126664,2017-01-11,6144,5632,59.8,45.2,32.4,10.8,48.3,3756,0.4273366065322665
85544,55540,40529,28112,62694,2017-02-10,6144,5632,32.6,21.2,15.5,10.7,23.9,7458,0.5407355432150986
63361,41325,30303,20066,46337,2017-02-20,6144,5632,24.2,15.8,11.6,7.7,17.7,10955,0.5302403858020893
203786,145728,111869,77576,158825,2017-03-02,6144,5632,77.7,55.6,42.7,29.6,60.6,8846,0.4566989969770861
66814,46455,36738,28718,50639,2017-03-12,6144,5632,25.5,17.7,14.0,11.0,19.3,13343,0.5328610547312536
5485,1005,252,34,44,2017-04-01,6144,5632,2.1,0.4,0.1,0.0,0.0,21596,0.4675774366576373
3596,518,76,3,122,2017-04-11,6144,5632,1.4,0.2,0.0,0.0,0.0,19140,0.4646545047934026
262144,261960,260875,257089,262084,2017-05-01,6144,5632,100.0,99.9,99.5,98.1,100.0,68,0.13625349489734934
5008,1300,406,46,116,2017-05-11,6144,5632,1.9,0.5,0.2,0.0,0.0,22476,0.5357536582049965
253684,222184,195696,162789,235445,2017-05-21,6144,5632,96.8,84.8,74.7,62.1,89.8,7686,0.25275736884626554
196649,97619,36207,7036,124603,2017-05-31,6144,5632,75.0,37.2,13.8,2.7,47.5,13025,0.38340958145766174
10692,1589,206,15,795,2017-06-20,6144,5632,4.1,0.6,0.1,0.0,0.3,17642,0.5215108600205479
256007,218032,183558,152225,226237,2017-07-10,6144,5632,97.7,83.2,70.0,58.1,86.3,7874,0.189613188170716
2130,370,86,5,0,2017-07-20,6144,5632,0.8,0.1,0.0,0.0,0.0,33305,0.5002671329481724
161568,91923,70108,55921,102160,2017-07-30,6144,5632,61.6,35.1,26.7,21.3,39.0,38963,0.3172238322624946
3025,431,103,9,0,2017-08-09,6144,5632,1.2,0.2,0.0,0.0,0.0,56837,0.3785888349912303
2683,328,64,4,0,2017-08-19,6144,5632,1.0,0.1,0.0,0.0,0.0,66582,0.3352974355325293
28944,17692,13956,10406,21026,2017-09-08,6144,5632,11.0,6.7,5.3,4.0,8.0,69985,0.2770975787297593
202274,128429,93978,68546,145171,2017-09-18,6144,5632,77.2,49.0,35.8,26.1,55.4,48001,0.2322858796635883
56695,30190,17087,7211,37063,2017-09-28,6144,5632,21.6,11.5,6.5,2.8,14.1,49846,0.25453987799693656
116822,78735,68768,59485,87638,2017-10-08,6144,5632,44.6,30.0,26.2,22.7,33.4,40795,0.2439992175241082
6270,1622,361,33,589,2017-10-28,6144,5632,2.4,0.6,0.1,0.0,0.2,30937,0.3939919561834915
9359,2163,412,30,912,2017-11-07,6144,5632,3.6,0.8,0.2,0.0,0.3,21700,0.4484370473674333
224724,183253,164812,151320,192009,2017-11-17,6144,5632,85.7,69.9,62.9,57.7,73.2,5418,0.2506071752474436
108369,69591,56565,44614,78374,2017-11-27,6144,5632,41.3,26.5,21.6,17.0,29.9,7783,0.4781712815189684
28255,14831,9157,5052,16458,2017-12-07,6144,5632,10.8,5.7,3.5,1.9,6.3,5531,0.5782657230430964
118692,75074,60291,47565,83361,2017-12-17,6144,5632,45.3,28.6,23.0,18.1,31.8,2813,0.5152178170121821
79074,57417,44425,30804,63678,2017-12-27,6144,5632,30.2,21.9,16.9,11.8,24.3,7091,0.4959480589356816
151142,77792,63333,50171,85846,2018-01-06,6144,5632,57.7,29.7,24.2,19.1,32.7,7428,0.4025092381653172
256162,222639,194987,169182,233160,2018-01-26,6144,5632,97.7,84.9,74.4,64.5,88.9,3198,0.22994834857599664
262144,262141,262125,262071,262144,2018-02-15,6144,5632,100.0,100.0,100.0,100.0,100.0,45,0.05720505546541557
116775,80217,65276,51780,91775,2018-03-17,6144,5632,44.5,30.6,24.9,19.8,35.0,2669,0.5510577425453446
244073,169808,120219,83538,186491,2018-04-16,6144,5632,93.1,64.8,45.9,31.9,71.1,1007,0.5016462136913923
5106,1280,311,31,214,2018-04-26,6144,5632,1.9,0.5,0.1,0.0,0.1,4290,0.6663970824909237
251954,211798,183385,158521,223139,2018-05-06,6144,5632,96.1,80.8,70.0,60.5,85.1,9445,0.25313211241912925
262144,262142,262106,261509,262144,2018-05-26,6144,5632,100.0,100.0,100.0,99.8,100.0,331,0.030703442835877805
5873,1609,516,104,393,2018-06-05,6144,5632,2.2,0.6,0.2,0.0,0.1,16323,0.5846256382465269
3618,430,59,2,118,2018-06-15,6144,5632,1.4,0.2,0.0,0.0,0.0,16164,0.5447052573721146
203391,105205,58396,23786,126462,2018-06-25,6144,5632,77.6,40.1,22.3,9.1,48.2,9937,0.3598657855915607
54288,28006,18775,10627,33434,2018-07-05,6144,5632,20.7,10.7,7.2,4.1,12.8,26801,0.4722040317305671
8520,1613,454,68,318,2018-07-15,6144,5632,3.3,0.6,0.2,0.0,0.1,43390,0.4562012668412381
7460,1812,523,85,1676,2018-07-25,6144,5632,2.8,0.7,0.2,0.0,0.6,46617,0.40230980728169
67022,39556,30340,19009,45478,2018-08-04,6144,5632,25.6,15.1,11.6,7.3,17.3,52909,0.3073697673049948
25942,2446,321,20,749,2018-08-14,6144,5632,9.9,0.9,0.1,0.0,0.3,67013,0.32358469567480364
10655,2666,1001,186,2641,2018-08-24,6144,5632,4.1,1.0,0.4,0.1,1.0,75838,0.2838608212291027
2053,343,80,11,0,2018-09-03,6144,5632,0.8,0.1,0.0,0.0,0.0,83823,0.2920823340735529
187277,122656,107192,95182,133628,2018-09-13,6144,5632,71.4,46.8,40.9,36.3,51.0,58999,0.18176918849592705
171154,84768,49839,37949,96705,2018-10-03,6144,5632,65.3,32.3,19.0,14.5,36.9,68267,0.25163131827895363
225216,185559,170759,156715,200926,2018-10-23,6144,5632,85.9,70.8,65.1,59.8,76.6,27583,0.14443699228075865
39255,11403,5058,1803,12326,2018-11-02,6144,5632,15.0,4.3,1.9,0.7,4.7,43596,0.3569390980789172
106483,51866,36257,24498,59945,2018-11-12,6144,5632,40.6,19.8,13.8,9.3,22.9,30737,0.36482300730952
53642,27043,17865,9431,30212,2018-11-22,6144,5632,20.5,10.3,6.8,3.6,11.5,27525,0.3683865837986012
97654,54217,43153,36103,61498,2018-12-02,6144,5632,37.3,20.7,16.5,13.8,23.5,24301,0.32940676603043184
262141,262131,262035,261614,262144,2019-01-01,6144,5632,100.0,100.0,100.0,99.8,100.0,850,0.028928453497491475
217249,148170,115913,95674,162455,2019-01-21,6144,5632,82.9,56.5,44.2,36.5,62.0,1729,0.4158658519263207
3336,392,63,7,101,2019-02-20,6144,5632,1.3,0.1,0.0,0.0,0.0,8479,0.5893843573821075
134417,96028,85156,74242,100425,2019-03-02,6144,5632,51.3,36.6,32.5,28.3,38.3,7053,0.4963117964162442
3245,517,110,7,146,2019-03-12,6144,5632,1.2,0.2,0.0,0.0,0.1,5761,0.6218317879075376
261763,252381,233109,216001,257792,2019-04-11,6144,5632,99.9,96.3,88.9,82.4,98.3,7742,0.22568449267913585
262142,262119,261982,260691,262144,2019-04-21,6144,5632,100.0,100.0,99.9,99.4,100.0,1559,0.11857414257515393
131954,27569,8395,1166,32395,2019-05-01,6144,5632,50.3,10.5,3.2,0.4,12.4,3649,0.5965887456710239
3919,655,155,28,373,2019-05-11,6144,5632,1.5,0.2,0.1,0.0,0.1,3884,0.6381212900611088
172667,112779,87105,56161,118870,2019-05-21,6144,5632,65.9,43.0,33.2,21.4,45.3,1584,0.5098120409892066
246253,180710,121359,68173,196799,2019-06-10,6144,5632,93.9,68.9,46.3,26.0,75.1,2673,0.4630346042705013
5716,1423,426,65,319,2019-06-20,6144,5632,2.2,0.5,0.2,0.0,0.1,8141,0.6335202177444929
6256,1344,306,58,757,2019-06-30,6144,5632,2.4,0.5,0.1,0.0,0.3,12101,0.5965845646346811
5921,1444,437,69,445,2019-07-20,6144,5632,2.3,0.6,0.2,0.0,0.2,17052,0.5489629449227824
230262,178082,150574,125076,195678,2019-07-30,6144,5632,87.8,67.9,57.4,47.7,74.6,9822,0.32362434477352764
4026,949,267,25,295,2019-08-09,6144,5632,1.5,0.4,0.1,0.0,0.1,26799,0.4987609421290808
94375,71446,63070,52550,80447,2016-12-22,6144,6144,36.0,27.3,24.1,20.0,30.7,10627,0.2256674352320391
142114,114036,98431,75977,122657,2017-01-01,6144,6144,54.2,43.5,37.5,29.0,46.8,4288,0.4005613026546499
1739,361,37,1,393,2017-01-11,6144,6144,0.7,0.1,0.0,0.0,0.1,1267,0.5145230114596984
87399,67871,54187,40867,74888,2017-02-10,6144,6144,33.3,25.9,20.7,15.6,28.6,90,0.6464296518150386
60411,44792,34127,22307,51198,2017-02-20,6144,6144,23.0,17.1,13.0,8.5,19.5,338,0.482752293749749
94376,71560,53555,34423,80877,2017-03-02,6144,6144,36.0,27.3,20.4,13.1,30.9,729,0.4047266740939493
49154,37955,31269,23754,42365,2017-03-12,6144,6144,18.8,14.5,11.9,9.1,16.2,3704,0.56015047272383
325,34,15,2,33,2017-04-01,6144,6144,0.1,0.0,0.0,0.0,0.0,2907,0.5576870432690416
127,13,4,0,0,2017-04-11,6144,6144,0.0,0.0,0.0,0.0,0.0,982,0.5604219883493102
262144,262144,262144,262134,262144,2017-05-01,6144,6144,100.0,100.0,100.0,100.0,100.0,0,0.03523135957575228
45,14,7,0,0,2017-05-11,6144,6144,0.0,0.0,0.0,0.0,0.0,7408,0.5397381577159052
88534,46636,31740,18213,54001,2017-05-21,6144,6144,33.8,17.8,12.1,6.9,20.6,5221,0.44826085032609386
121048,53967,18023,3170,66099,2017-05-31,6144,6144,46.2,20.6,6.9,1.2,25.2,1309,0.44231879514790795
245,6,0,0,0,2017-06-20,6144,6144,0.1,0.0,0.0,0.0,0.0,7006,0.4748624896652177
257117,225840,204599,182748,233553,2017-07-10,6144,6144,98.1,86.2,78.0,69.7,89.1,5943,0.2575185074984692
72,7,3,0,0,2017-07-20,6144,6144,0.0,0.0,0.0,0.0,0.0,7450,0.481650014228536
225424,183308,167258,147846,195135,2017-07-30,6144,6144,86.0,69.9,63.8,56.4,74.4,2806,0.1757085027121399
27,8,5,1,0,2017-08-09,6144,6144,0.0,0.0,0.0,0.0,0.0,7477,0.4234236632619555
28,11,5,0,0,2017-08-19,6144,6144,0.0,0.0,0.0,0.0,0.0,8533,0.3783225068517731
10379,7607,6567,5233,9221,2017-09-08,6144,6144,4.0,2.9,2.5,2.0,3.5,21957,0.20115280162212795
252445,218042,196722,178420,228529,2017-09-18,6144,6144,96.3,83.2,75.0,68.1,87.2,12320,0.11848308209179885
33313,20966,14641,6957,25288,2017-09-28,6144,6144,12.7,8.0,5.6,2.7,9.6,21767,0.20583196227578948
139746,112872,102474,91418,124433,2017-10-08,6144,6144,53.3,43.1,39.1,34.9,47.5,13732,0.2086402015914336
97,18,11,0,0,2017-10-28,6144,6144,0.0,0.0,0.0,0.0,0.0,3858,0.3566345253435397
4828,2927,2299,1537,3672,2017-11-07,6144,6144,1.8,1.1,0.9,0.6,1.4,3195,0.3831090472663931
23265,13882,10873,7226,16797,2017-11-17,6144,6144,8.9,5.3,4.1,2.8,6.4,1904,0.4346802715982815
86014,61758,49549,39172,71162,2017-11-27,6144,6144,32.8,23.6,18.9,14.9,27.1,2719,0.4275467133622135
19333,14492,11652,7828,17130,2017-12-07,6144,6144,7.4,5.5,4.4,3.0,6.5,2871,0.5181238482714535
77466,59743,52440,45020,64917,2017-12-17,6144,6144,29.6,22.8,20.0,17.2,24.8,2605,0.5383462493574723
96159,74692,60213,44044,83879,2017-12-27,6144,6144,36.7,28.5,23.0,16.8,32.0,2072,0.4008273795635895
39526,21209,15192,10368,25526,2018-01-06,6144,6144,15.1,8.1,5.8,4.0,9.7,3479,0.484126327218095
195179,161380,143364,119847,172157,2018-01-26,6144,6144,74.5,61.6,54.7,45.7,65.7,2387,0.23512115613612064
262144,262144,262143,262134,262144,2018-02-15,6144,6144,100.0,100.0,100.0,100.0,100.0,783,0.11122922222017087
65171,49418,40909,32832,56189,2018-03-17,6144,6144,24.9,18.9,15.6,12.5,21.4,2009,0.5697495334519597
257655,224077,193165,158275,234000,2018-04-16,6144,6144,98.3,85.5,73.7,60.4,89.3,980,0.17761884531852476
180,9,1,0,0,2018-04-26,6144,6144,0.1,0.0,0.0,0.0,0.0,2727,0.6155924827968091
138733,65901,47737,31203,77370,2018-05-06,6144,6144,52.9,25.1,18.2,11.9,29.5,3067,0.4504417216031311
262144,262006,261450,260268,262128,2018-05-26,6144,6144,100.0,99.9,99.7,99.3,100.0,122,0.05446384925065869
80,14,8,3,0,2018-06-05,6144,6144,0.0,0.0,0.0,0.0,0.0,4195,0.5497388111315298
198,23,2,0,0,2018-06-15,6144,6144,0.1,0.0,0.0,0.0,0.0,4209,0.5066163478902409
108892,23456,3857,575,27370,2018-06-25,6144,6144,41.5,8.9,1.5,0.2,10.4,5539,0.3951096365619601
77209,51119,42627,33157,60422,2018-07-05,6144,6144,29.5,19.5,16.3,12.6,23.0,6753,0.38916844810076745
170,10,5,1,0,2018-07-15,6144,6144,0.1,0.0,0.0,0.0,0.0,13054,0.3924954994685133
198,5,3,0,0,2018-07-25,6144,6144,0.1,0.0,0.0,0.0,0.0,12796,0.3613008504969132
73018,47233,37198,25583,55768,2018-08-04,6144,6144,27.9,18.0,14.2,9.8,21.3,11990,0.28520987438410983
116,3,0,0,0,2018-08-14,6144,6144,0.0,0.0,0.0,0.0,0.0,12152,0.3315909645414097
15638,10388,7454,4816,12520,2018-08-24,6144,6144,6.0,4.0,2.8,1.8,4.8,12078,0.3110434827951742
10,3,0,0,0,2018-09-03,6144,6144,0.0,0.0,0.0,0.0,0.0,12396,0.31098530729089624
188299,137814,124284,110263,151893,2018-09-13,6144,6144,71.8,52.6,47.4,42.1,57.9,10361,0.2336881638799579
121107,76001,62957,54024,87274,2018-10-03,6144,6144,46.2,29.0,24.0,20.6,33.3,16748,0.16665400709924966
181572,132893,118530,103959,149239,2018-10-23,6144,6144,69.3,50.7,45.2,39.7,56.9,14357,0.19090567838292752
3176,126,30,3,55,2018-11-02,6144,6144,1.2,0.0,0.0,0.0,0.0,15759,0.28381387916632944
60313,41466,32700,24951,49946,2018-11-12,6144,6144,23.0,15.8,12.5,9.5,19.1,8553,0.29713414659158965
213415,191809,173847,148994,204506,2018-11-22,6144,6144,81.4,73.2,66.3,56.8,78.0,7401,0.2360920401705316
70074,41256,34427,28489,48158,2018-12-02,6144,6144,26.7,15.7,13.1,10.9,18.4,5417,0.29453861345296745
262136,262098,261984,261584,262144,2019-01-01,6144,6144,100.0,100.0,99.9,99.8,100.0,17,0.016696095656646818
114018,80817,66666,51914,92625,2019-01-21,6144,6144,43.5,30.8,25.4,19.8,35.3,130,0.5393381806283373
805,14,0,0,0,2019-02-20,6144,6144,0.3,0.0,0.0,0.0,0.0,625,0.5747777277366876
123757,94124,82485,70383,102358,2019-03-02,6144,6144,47.2,35.9,31.5,26.8,39.0,3331,0.3300901380354277
381,29,1,0,0,2019-03-12,6144,6144,0.1,0.0,0.0,0.0,0.0,4713,0.5761223879327874
261954,259778,254204,248031,261656,2019-04-11,6144,6144,99.9,99.1,97.0,94.6,99.8,7,0.05097628563761488
262144,262144,262144,262144,262144,2019-04-21,6144,6144,100.0,100.0,100.0,100.0,100.0,0,0.05186218667352109
186319,122813,95553,69184,130345,2019-05-01,6144,6144,71.1,46.8,36.5,26.4,49.7,5717,0.35519205209382443
391,28,1,0,0,2019-05-11,6144,6144,0.1,0.0,0.0,0.0,0.0,6660,0.5601681763909735
166434,95145,61759,21075,103148,2019-05-21,6144,6144,63.5,36.3,23.6,8.0,39.3,2105,0.4478520175833819
259899,229232,191597,139343,240555,2019-06-10,6144,6144,99.1,87.4,73.1,53.2,91.8,1516,0.3006117936915005
446,11,3,0,0,2019-06-20,6144,6144,0.2,0.0,0.0,0.0,0.0,5998,0.5367057869080666
2188,565,363,112,714,2019-06-30,6144,6144,0.8,0.2,0.1,0.0,0.3,4194,0.5150918574843361
188,17,1,0,0,2019-07-20,6144,6144,0.1,0.0,0.0,0.0,0.0,6043,0.4772886132787685
229631,189311,169571,148387,207657,2019-07-30,6144,6144,87.6,72.2,64.7,56.6,79.2,6732,0.2309085572865824
110,15,0,0,0,2019-08-09,6144,6144,0.0,0.0,0.0,0.0,0.0,12883,0.32504413074497346
41946,32040,27219,20018,37177,2016-12-22,6144,6656,16.0,12.2,10.4,7.6,14.2,2329,0.4025158719676519
141269,112581,96481,79048,121268,2017-01-01,6144,6656,53.9,42.9,36.8,30.2,46.3,3997,0.522369425033897
655,198,29,0,277,2017-01-11,6144,6656,0.2,0.1,0.0,0.0,0.1,2443,0.6201173352170553
144944,104139,81903,61767,115797,2017-02-10,6144,6656,55.3,39.7,31.2,23.6,44.2,970,0.6432229758670303
65704,46221,32627,18147,55143,2017-02-20,6144,6656,25.1,17.6,12.4,6.9,21.0,507,0.6041077226232574
66518,46663,33583,21542,53871,2017-03-02,6144,6656,25.4,17.8,12.8,8.2,20.6,302,0.5803867723772299
69231,54141,44127,34125,61148,2017-03-12,6144,6656,26.4,20.7,16.8,13.0,23.3,797,0.5537412626513712
175,6,0,0,0,2017-04-01,6144,6656,0.1,0.0,0.0,0.0,0.0,872,0.5928081749452155
37,0,0,0,0,2017-04-11,6144,6656,0.0,0.0,0.0,0.0,0.0,511,0.5811543587618464
262144,262144,262144,262144,262144,2017-05-01,6144,6656,100.0,100.0,100.0,100.0,100.0,0,0.037608783576700534
12,0,0,0,0,2017-05-11,6144,6656,0.0,0.0,0.0,0.0,0.0,5096,0.553397848388126
72097,53871,45774,37960,60996,2017-05-21,6144,6656,27.5,20.6,17.5,14.5,23.3,4952,0.4971430801962695
167787,120831,67065,20446,146768,2017-05-31,6144,6656,64.0,46.1,25.6,7.8,56.0,3620,0.4378614557279244
23970,16335,10819,1520,18211,2017-06-20,6144,6656,9.1,6.2,4.1,0.6,6.9,5416,0.5306502259186667
212655,137333,108891,79795,152048,2017-07-10,6144,6656,81.1,52.4,41.5,30.4,58.0,2861,0.27265755097422234
51,0,0,0,0,2017-07-20,6144,6656,0.0,0.0,0.0,0.0,0.0,9215,0.4720193326946786
77597,51936,44030,36722,58044,2017-07-30,6144,6656,29.6,19.8,16.8,14.0,22.1,11792,0.1877882004178093
2,0,0,0,0,2017-08-09,6144,6656,0.0,0.0,0.0,0.0,0.0,16177,0.33548122126814506
11,0,0,0,0,2017-08-19,6144,6656,0.0,0.0,0.0,0.0,0.0,16280,0.310186546510931
2303,1427,1002,531,1989,2017-09-08,6144,6656,0.9,0.5,0.4,0.2,0.8,21235,0.2348325132050593
173955,117385,103927,93330,128949,2017-09-18,6144,6656,66.4,44.8,39.6,35.6,49.2,12172,0.08806394399382797
14562,7651,3509,909,9678,2017-09-28,6144,6656,5.6,2.9,1.3,0.3,3.7,27033,0.1610109129598284
90299,70294,60139,48606,80501,2017-10-08,6144,6656,34.4,26.8,22.9,18.5,30.7,21056,0.1376243852928109
56,0,0,0,0,2017-10-28,6144,6656,0.0,0.0,0.0,0.0,0.0,14660,0.2683800327680147
13648,10438,8695,6577,12913,2017-11-07,6144,6656,5.2,4.0,3.3,2.5,4.9,5950,0.3373056239712236
15758,11164,9332,6802,13552,2017-11-17,6144,6656,6.0,4.3,3.6,2.6,5.2,935,0.4118161494192586
67792,50617,41178,32452,59394,2017-11-27,6144,6656,25.9,19.3,15.7,12.4,22.7,415,0.4328496670642932
