harvested,date,x,y
67,2017-03-12,5632,8704
200,2017-04-01,5632,8704
202,2017-04-11,5632,8704
359,2017-05-01,5632,8704
253,2017-05-11,5632,8704
24,2017-05-21,5632,8704
206,2017-05-31,5632,8704
308,2017-06-20,5632,8704
353,2017-07-10,5632,8704
819,2017-07-20,5632,8704
1770,2017-07-30,5632,8704
1243,2017-08-09,5632,8704
1714,2017-08-19,5632,8704
7652,2017-09-08,5632,8704
9806,2017-09-18,5632,8704
13165,2017-09-28,5632,8704
12108,2017-10-08,5632,8704
13238,2017-10-28,5632,8704
10450,2017-11-07,5632,8704
2026,2017-11-17,5632,8704
2113,2017-11-27,5632,8704
1787,2017-12-07,5632,8704
1028,2017-12-17,5632,8704
2343,2017-12-27,5632,8704
2524,2018-01-06,5632,8704
643,2018-01-26,5632,8704
0,2018-02-15,5632,8704
9,2018-03-17,5632,8704
365,2018-04-16,5632,8704
3485,2018-04-26,5632,8704
13,2018-05-06,5632,8704
4691,2018-05-26,5632,8704
8023,2018-06-05,5632,8704
7725,2018-06-15,5632,8704
10734,2018-06-25,5632,8704
8315,2018-07-05,5632,8704
12457,2018-07-15,5632,8704
12459,2018-07-25,5632,8704
12556,2018-08-04,5632,8704
14713,2018-08-14,5632,8704
14529,2018-08-24,5632,8704
15598,2018-09-03,5632,8704
4767,2018-09-13,5632,8704
3913,2018-10-03,5632,8704
11079,2018-10-23,5632,8704
4897,2018-11-02,5632,8704
8228,2018-11-12,5632,8704
8121,2018-11-22,5632,8704
8722,2018-12-02,5632,8704
744,2019-01-01,5632,8704
2220,2019-01-21,5632,8704
216,2019-02-20,5632,8704
96,2019-03-02,5632,8704
2347,2019-03-12,5632,8704
1582,2019-04-11,5632,8704
562,2019-04-21,5632,8704
22,2019-05-01,5632,8704
2164,2019-05-11,5632,8704
517,2019-05-21,5632,8704
1735,2019-06-10,5632,8704
3127,2019-06-20,5632,8704
3193,2019-06-30,5632,8704
2937,2019-07-20,5632,8704
5371,2019-07-30,5632,8704
6073,2019-08-09,5632,8704
1090,2016-12-22,6144,4096
2699,2017-01-01,6144,4096
2369,2017-01-11,6144,4096
175,2017-02-10,6144,4096
1183,2017-02-20,6144,4096
2196,2017-03-02,6144,4096
2781,2017-03-12,6144,4096
2637,2017-04-01,6144,4096
2035,2017-04-11,6144,4096
763,2017-05-01,6144,4096
360,2017-05-11,6144,4096
153,2017-05-21,6144,4096
7229,2017-05-31,6144,4096
2034,2017-06-20,6144,4096
952,2017-07-10,6144,4096
9666,2017-07-20,6144,4096
1318,2017-07-30,6144,4096
14419,2017-08-09,6144,4096
15699,2017-08-19,6144,4096
18257,2017-09-08,6144,4096
9499,2017-09-18,6144,4096
23516,2017-09-28,6144,4096
28265,2017-10-08,6144,4096
17900,2017-10-28,6144,4096
11718,2017-11-07,6144,4096
4583,2017-11-17,6144,4096
4392,2017-11-27,6144,4096
2544,2017-12-07,6144,4096
1494,2017-12-17,6144,4096
1891,2017-12-27,6144,4096
1732,2018-01-06,6144,4096
312,2018-01-26,6144,4096
2631,2018-02-15,6144,4096
450,2018-03-17,6144,4096
81,2018-04-16,6144,4096
839,2018-04-26,6144,4096
2149,2018-05-06,6144,4096
233,2018-05-26,6144,4096
3877,2018-06-05,6144,4096
3085,2018-06-15,6144,4096
8311,2018-06-25,6144,4096
3801,2018-07-05,6144,4096
5216,2018-07-15,6144,4096
5910,2018-07-25,6144,4096
11486,2018-08-04,6144,4096
12139,2018-08-14,6144,4096
20303,2018-08-24,6144,4096
21665,2018-09-03,6144,4096
17766,2018-09-13,6144,4096
6875,2018-10-03,6144,4096
28570,2018-10-23,6144,4096
21203,2018-11-02,6144,4096
11618,2018-11-12,6144,4096
22467,2018-11-22,6144,4096
17122,2018-12-02,6144,4096
266,2019-01-01,6144,4096
744,2019-01-21,6144,4096
1234,2019-02-20,6144,4096
1332,2019-03-02,6144,4096
721,2019-03-12,6144,4096
423,2019-04-11,6144,4096
129,2019-04-21,6144,4096
403,2019-05-01,6144,4096
72,2019-05-11,6144,4096
501,2019-05-21,6144,4096
460,2019-06-10,6144,4096
953,2019-06-20,6144,4096
1507,2019-06-30,6144,4096
1202,2019-07-20,6144,4096
697,2019-07-30,6144,4096
3868,2019-08-09,6144,4096
10970,2016-12-22,6144,4608
7320,2017-01-01,6144,4608
2550,2017-01-11,6144,4608
1564,2017-02-10,6144,4608
6065,2017-02-20,6144,4608
2163,2017-03-02,6144,4608
5999,2017-03-12,6144,4608
6245,2017-04-01,6144,4608
4398,2017-04-11,6144,4608
1868,2017-05-01,6144,4608
1955,2017-05-11,6144,4608
955,2017-05-21,6144,4608
20955,2017-05-31,6144,4608
8049,2017-06-20,6144,4608
6726,2017-07-10,6144,4608
18166,2017-07-20,6144,4608
9083,2017-07-30,6144,4608
26182,2017-08-09,6144,4608
34854,2017-08-19,6144,4608
43559,2017-09-08,6144,4608
26071,2017-09-18,6144,4608
46907,2017-09-28,6144,4608
65068,2017-10-08,6144,4608
50543,2017-10-28,6144,4608
34336,2017-11-07,6144,4608
7561,2017-11-17,6144,4608
12678,2017-11-27,6144,4608
8803,2017-12-07,6144,4608
4703,2017-12-17,6144,4608
5501,2017-12-27,6144,4608
3807,2018-01-06,6144,4608
6439,2018-01-26,6144,4608
3128,2018-02-15,6144,4608
1502,2018-03-17,6144,4608
49,2018-04-16,6144,4608
2254,2018-04-26,6144,4608
3421,2018-05-06,6144,4608
7687,2018-05-26,6144,4608
13977,2018-06-05,6144,4608
13143,2018-06-15,6144,4608
15380,2018-06-25,6144,4608
18606,2018-07-05,6144,4608
25882,2018-07-15,6144,4608
15040,2018-07-25,6144,4608
33220,2018-08-04,6144,4608
29864,2018-08-14,6144,4608
44514,2018-08-24,6144,4608
56396,2018-09-03,6144,4608
50580,2018-09-13,6144,4608
33230,2018-10-03,6144,4608
54227,2018-10-23,6144,4608
55129,2018-11-02,6144,4608
34655,2018-11-12,6144,4608
42319,2018-11-22,6144,4608
29603,2018-12-02,6144,4608
0,2019-01-01,6144,4608
2626,2019-01-21,6144,4608
1707,2019-02-20,6144,4608
2751,2019-03-02,6144,4608
3080,2019-03-12,6144,4608
2489,2019-04-11,6144,4608
843,2019-04-21,6144,4608
380,2019-05-01,6144,4608
2086,2019-05-11,6144,4608
1643,2019-05-21,6144,4608
1057,2019-06-10,6144,4608
3591,2019-06-20,6144,4608
5398,2019-06-30,6144,4608
11869,2019-07-20,6144,4608
6983,2019-07-30,6144,4608
22184,2019-08-09,6144,4608
20895,2016-12-22,6144,5120
12691,2017-01-01,6144,5120
500,2017-01-11,6144,5120
6368,2017-02-10,6144,5120
8770,2017-02-20,6144,5120
2925,2017-03-02,6144,5120
7517,2017-03-12,6144,5120
21121,2017-04-01,6144,5120
15975,2017-04-11,6144,5120
810,2017-05-01,6144,5120
16443,2017-05-11,6144,5120
5615,2017-05-21,6144,5120
22564,2017-05-31,6144,5120
17989,2017-06-20,6144,5120
7161,2017-07-10,6144,5120
35776,2017-07-20,6144,5120
19541,2017-07-30,6144,5120
51429,2017-08-09,6144,5120
62943,2017-08-19,6144,5120
80769,2017-09-08,6144,5120
52169,2017-09-18,6144,5120
66402,2017-09-28,6144,5120
67625,2017-10-08,6144,5120
55846,2017-10-28,6144,5120
40015,2017-11-07,6144,5120
8068,2017-11-17,6144,5120
10592,2017-11-27,6144,5120
5344,2017-12-07,6144,5120
7826,2017-12-17,6144,5120
10723,2017-12-27,6144,5120
6931,2018-01-06,6144,5120
4817,2018-01-26,6144,5120
999,2018-02-15,6144,5120
1405,2018-03-17,6144,5120
2275,2018-04-16,6144,5120
5109,2018-04-26,6144,5120
14727,2018-05-06,6144,5120
2167,2018-05-26,6144,5120
18322,2018-06-05,6144,5120
18542,2018-06-15,6144,5120
16712,2018-06-25,6144,5120
31746,2018-07-05,6144,5120
35747,2018-07-15,6144,5120
42195,2018-07-25,6144,5120
48938,2018-08-04,6144,5120
49217,2018-08-14,6144,5120
92628,2018-08-24,6144,5120
108251,2018-09-03,6144,5120
91159,2018-09-13,6144,5120
107526,2018-10-03,6144,5120
66765,2018-10-23,6144,5120
70618,2018-11-02,6144,5120
59414,2018-11-12,6144,5120
57736,2018-11-22,6144,5120
41084,2018-12-02,6144,5120
0,2019-01-01,6144,5120
4093,2019-01-21,6144,5120
6505,2019-02-20,6144,5120
16376,2019-03-02,6144,5120
15702,2019-03-12,6144,5120
4702,2019-04-11,6144,5120
1509,2019-04-21,6144,5120
2986,2019-05-01,6144,5120
5731,2019-05-11,6144,5120
1541,2019-05-21,6144,5120
3006,2019-06-10,6144,5120
10277,2019-06-20,6144,5120
15691,2019-06-30,6144,5120
20613,2019-07-20,6144,5120
9195,2019-07-30,6144,5120
25187,2019-08-09,6144,5120
20514,2016-12-22,6144,5632
13747,2017-01-01,6144,5632
3756,2017-01-11,6144,5632
7458,2017-02-10,6144,5632
10955,2017-02-20,6144,5632
8846,2017-03-02,6144,5632
13343,2017-03-12,6144,5632
21596,2017-04-01,6144,5632
19140,2017-04-11,6144,5632
68,2017-05-01,6144,5632
22476,2017-05-11,6144,5632
7686,2017-05-21,6144,5632
13025,2017-05-31,6144,5632
17642,2017-06-20,6144,5632
7874,2017-07-10,6144,5632
33305,2017-07-20,6144,5632
38963,2017-07-30,6144,5632
56837,2017-08-09,6144,5632
66582,2017-08-19,6144,5632
69985,2017-09-08,6144,5632
48001,2017-09-18,6144,5632
49846,2017-09-28,6144,5632
40795,2017-10-08,6144,5632
30937,2017-10-28,6144,5632
21700,2017-11-07,6144,5632
5418,2017-11-17,6144,5632
7783,2017-11-27,6144,5632
5531,2017-12-07,6144,5632
2813,2017-12-17,6144,5632
7091,2017-12-27,6144,5632
7428,2018-01-06,6144,5632
3198,2018-01-26,6144,5632
45,2018-02-15,6144,5632
2669,2018-03-17,6144,5632
1007,2018-04-16,6144,5632
4290,2018-04-26,6144,5632
9445,2018-05-06,6144,5632
331,2018-05-26,6144,5632
16323,2018-06-05,6144,5632
16164,2018-06-15,6144,5632
9937,2018-06-25,6144,5632
26801,2018-07-05,6144,5632
43390,2018-07-15,6144,5632
46617,2018-07-25,6144,5632
52909,2018-08-04,6144,5632
67013,2018-08-14,6144,5632
75838,2018-08-24,6144,5632
83823,2018-09-03,6144,5632
58999,2018-09-13,6144,5632
68267,2018-10-03,6144,5632
27583,2018-10-23,6144,5632
43596,2018-11-02,6144,5632
30737,2018-11-12,6144,5632
27525,2018-11-22,6144,5632
24301,2018-12-02,6144,5632
850,2019-01-01,6144,5632
1729,2019-01-21,6144,5632
8479,2019-02-20,6144,5632
7053,2019-03-02,6144,5632
5761,2019-03-12,6144,5632
7742,2019-04-11,6144,5632
1559,2019-04-21,6144,5632
3649,2019-05-01,6144,5632
3884,2019-05-11,6144,5632
1584,2019-05-21,6144,5632
2673,2019-06-10,6144,5632
8141,2019-06-20,6144,5632
12101,2019-06-30,6144,5632
17052,2019-07-20,6144,5632
9822,2019-07-30,6144,5632
26799,2019-08-09,6144,5632
10627,2016-12-22,6144,6144
4288,2017-01-01,6144,6144
1267,2017-01-11,6144,6144
90,2017-02-10,6144,6144
338,2017-02-20,6144,6144
729,2017-03-02,6144,6144
3704,2017-03-12,6144,6144
2907,2017-04-01,6144,6144
982,2017-04-11,6144,6144
0,2017-05-01,6144,6144
7408,2017-05-11,6144,6144
5221,2017-05-21,6144,6144
1309,2017-05-31,6144,6144
7006,2017-06-20,6144,6144
5943,2017-07-10,6144,6144
7450,2017-07-20,6144,6144
2806,2017-07-30,6144,6144
7477,2017-08-09,6144,6144
8533,2017-08-19,6144,6144
21957,2017-09-08,6144,6144
12320,2017-09-18,6144,6144
21767,2017-09-28,6144,6144
13732,2017-10-08,6144,6144
3858,2017-10-28,6144,6144
3195,2017-11-07,6144,6144
1904,2017-11-17,6144,6144
2719,2017-11-27,6144,6144
2871,2017-12-07,6144,6144
2605,2017-12-17,6144,6144
2072,2017-12-27,6144,6144
3479,2018-01-06,6144,6144
2387,2018-01-26,6144,6144
783,2018-02-15,6144,6144
2009,2018-03-17,6144,6144
980,2018-04-16,6144,6144
2727,2018-04-26,6144,6144
3067,2018-05-06,6144,6144
122,2018-05-26,6144,6144
4195,2018-06-05,6144,6144
4209,2018-06-15,6144,6144
5539,2018-06-25,6144,6144
6753,2018-07-05,6144,6144
13054,2018-07-15,6144,6144
12796,2018-07-25,6144,6144
11990,2018-08-04,6144,6144
12152,2018-08-14,6144,6144
12078,2018-08-24,6144,6144
12396,2018-09-03,6144,6144
10361,2018-09-13,6144,6144
16748,2018-10-03,6144,6144
14357,2018-10-23,6144,6144
15759,2018-11-02,6144,6144
8553,2018-11-12,6144,6144
7401,2018-11-22,6144,6144
5417,2018-12-02,6144,6144
17,2019-01-01,6144,6144
130,2019-01-21,6144,6144
625,2019-02-20,6144,6144
3331,2019-03-02,6144,6144
4713,2019-03-12,6144,6144
7,2019-04-11,6144,6144
0,2019-04-21,6144,6144
5717,2019-05-01,6144,6144
6660,2019-05-11,6144,6144
2105,2019-05-21,6144,6144
1516,2019-06-10,6144,6144
5998,2019-06-20,6144,6144
4194,2019-06-30,6144,6144
6043,2019-07-20,6144,6144
6732,2019-07-30,6144,6144
12883,2019-08-09,6144,6144
2329,2016-12-22,6144,6656
3997,2017-01-01,6144,6656
2443,2017-01-11,6144,6656
970,2017-02-10,6144,6656
507,2017-02-20,6144,6656
302,2017-03-02,6144,6656
797,2017-03-12,6144,6656
872,2017-04-01,6144,6656
511,2017-04-11,6144,6656
0,2017-05-01,6144,6656
5096,2017-05-11,6144,6656
4952,2017-05-21,6144,6656
3620,2017-05-31,6144,6656
5416,2017-06-20,6144,6656
2861,2017-07-10,6144,6656
9215,2017-07-20,6144,6656
11792,2017-07-30,6144,6656
16177,2017-08-09,6144,6656
16280,2017-08-19,6144,6656
21235,2017-09-08,6144,6656
12172,2017-09-18,6144,6656
27033,2017-09-28,6144,6656
21056,2017-10-08,6144,6656
14660,2017-10-28,6144,6656
5950,2017-11-07,6144,6656
935,2017-11-17,6144,6656
415,2017-11-27,6144,6656
97,2017-12-07,6144,6656
1798,2017-12-17,6144,6656
1801,2017-12-27,6144,6656
5203,2018-01-06,6144,6656
3899,2018-01-26,6144,6656
0,2018-02-15,6144,6656
27,2018-03-17,6144,6656
680,2018-04-16,6144,6656
1526,2018-04-26,6144,6656
3068,2018-05-06,6144,6656
1168,2018-05-26,6144,6656
5426,2018-06-05,6144,6656
5528,2018-06-15,6144,6656
4428,2018-06-25,6144,6656
11853,2018-07-05,6144,6656
12616,2018-07-15,6144,6656
12633,2018-07-25,6144,6656
13876,2018-08-04,6144,6656
14294,2018-08-14,6144,6656
16960,2018-08-24,6144,6656
21153,2018-09-03,6144,6656
17922,2018-09-13,6144,6656
25393,2018-10-03,6144,6656
19667,2018-10-23,6144,6656
19469,2018-11-02,6144,6656
14535,2018-11-12,6144,6656
8779,2018-11-22,6144,6656
11421,2018-12-02,6144,6656
245,2019-01-01,6144,6656
42,2019-01-21,6144,6656
1509,2019-02-20,6144,6656
2997,2019-03-02,6144,6656
1989,2019-03-12,6144,6656
1427,2019-04-11,6144,6656
93,2019-04-21,6144,6656
451,2019-05-01,6144,6656
679,2019-05-11,6144,6656
118,2019-05-21,6144,6656
587,2019-06-10,6144,6656
4438,2019-06-20,6144,6656
4531,2019-06-30,6144,6656
6902,2019-07-20,6144,6656
3713,2019-07-30,6144,6656
10856,2019-08-09,6144,6656
5681,2016-12-22,6144,7168
3512,2017-01-01,6144,7168
4140,2017-01-11,6144,7168
2069,2017-02-10,6144,7168
3918,2017-02-20,6144,7168
4052,2017-03-02,6144,7168
3596,2017-03-12,6144,7168
4249,2017-04-01,6144,7168
3502,2017-04-11,6144,7168
0,2017-05-01,6144,7168
6760,2017-05-11,6144,7168
4444,2017-05-21,6144,7168
5273,2017-05-31,6144,7168
6836,2017-06-20,6144,7168
3735,2017-07-10,6144,7168
13476,2017-07-20,6144,7168
16544,2017-07-30,6144,7168
17985,2017-08-09,6144,7168
19596,2017-08-19,6144,7168
19621,2017-09-08,6144,7168
17125,2017-09-18,6144,7168
22607,2017-09-28,6144,7168
21350,2017-10-08,6144,7168
10251,2017-10-28,6144,7168
7179,2017-11-07,6144,7168
3074,2017-11-17,6144,7168
2119,2017-11-27,6144,7168
2292,2017-12-07,6144,7168
1287,2017-12-17,6144,7168
1924,2017-12-27,6144,7168
3011,2018-01-06,6144,7168
2356,2018-01-26,6144,7168
1040,2018-02-15,6144,7168
294,2018-03-17,6144,7168
118,2018-04-16,6144,7168
1468,2018-04-26,6144,7168
2838,2018-05-06,6144,7168
5048,2018-05-26,6144,7168
6997,2018-06-05,6144,7168
6990,2018-06-15,6144,7168
4589,2018-06-25,6144,7168
12954,2018-07-05,6144,7168
14144,2018-07-15,6144,7168
16834,2018-07-25,6144,7168
14908,2018-08-04,6144,7168
18169,2018-08-14,6144,7168
20312,2018-08-24,6144,7168
24295,2018-09-03,6144,7168
19288,2018-09-13,6144,7168
23474,2018-10-03,6144,7168
19138,2018-10-23,6144,7168
16420,2018-11-02,6144,7168
13238,2018-11-12,6144,7168
9722,2018-11-22,6144,7168
13381,2018-12-02,6144,7168
41,2019-01-01,6144,7168
2746,2019-01-21,6144,7168
1041,2019-02-20,6144,7168
1447,2019-03-02,6144,7168
641,2019-03-12,6144,7168
2079,2019-04-11,6144,7168
1084,2019-04-21,6144,7168
150,2019-05-01,6144,7168
1982,2019-05-11,6144,7168
242,2019-05-21,6144,7168
3035,2019-06-10,6144,7168
4734,2019-06-20,6144,7168
4946,2019-06-30,6144,7168
8421,2019-07-20,6144,7168
4841,2019-07-30,6144,7168
16620,2019-08-09,6144,7168
12546,2016-12-22,6144,7680
2076,2017-01-01,6144,7680
3114,2017-01-11,6144,7680
2231,2017-02-10,6144,7680
4033,2017-02-20,6144,7680
1609,2017-03-02,6144,7680
5374,2017-03-12,6144,7680
11421,2017-04-01,6144,7680
8187,2017-04-11,6144,7680
223,2017-05-01,6144,7680
9326,2017-05-11,6144,7680
9052,2017-05-21,6144,7680
11250,2017-05-31,6144,7680
10359,2017-06-20,6144,7680
6974,2017-07-10,6144,7680
17498,2017-07-20,6144,7680
23929,2017-07-30,6144,7680
29664,2017-08-09,6144,7680
38126,2017-08-19,6144,7680
47870,2017-09-08,6144,7680
46468,2017-09-18,6144,7680
58250,2017-09-28,6144,7680
61121,2017-10-08,6144,7680
38114,2017-10-28,6144,7680
17535,2017-11-07,6144,7680
7123,2017-11-17,6144,7680
8584,2017-11-27,6144,7680
6934,2017-12-07,6144,7680
7399,2017-12-17,6144,7680
15490,2017-12-27,6144,7680
12600,2018-01-06,6144,7680
6211,2018-01-26,6144,7680
2836,2018-02-15,6144,7680
3282,2018-03-17,6144,7680
775,2018-04-16,6144,7680
9806,2018-04-26,6144,7680
9885,2018-05-06,6144,7680
9099,2018-05-26,6144,7680
17491,2018-06-05,6144,7680
18030,2018-06-15,6144,7680
14302,2018-06-25,6144,7680
25128,2018-07-05,6144,7680
29719,2018-07-15,6144,7680
33012,2018-07-25,6144,7680
30395,2018-08-04,6144,7680
42008,2018-08-14,6144,7680
56833,2018-08-24,6144,7680
65381,2018-09-03,6144,7680
53296,2018-09-13,6144,7680
61559,2018-10-03,6144,7680
67605,2018-10-23,6144,7680
62940,2018-11-02,6144,7680
52392,2018-11-12,6144,7680
49055,2018-11-22,6144,7680
44774,2018-12-02,6144,7680
176,2019-01-01,6144,7680
1831,2019-01-21,6144,7680
3880,2019-02-20,6144,7680
3294,2019-03-02,6144,7680
3187,2019-03-12,6144,7680
4784,2019-04-11,6144,7680
1296,2019-04-21,6144,7680
732,2019-05-01,6144,7680
8175,2019-05-11,6144,7680
1054,2019-05-21,6144,7680
6168,2019-06-10,6144,7680
9458,2019-06-20,6144,7680
14778,2019-06-30,6144,7680
17241,2019-07-20,6144,7680
15313,2019-07-30,6144,7680
18762,2019-08-09,6144,7680
7473,2016-12-22,6144,8192
2890,2017-01-01,6144,8192
1711,2017-01-11,6144,8192
1958,2017-02-10,6144,8192
2549,2017-02-20,6144,8192
2472,2017-03-02,6144,8192
3594,2017-03-12,6144,8192
5411,2017-04-01,6144,8192
4404,2017-04-11,6144,8192
1571,2017-05-01,6144,8192
7097,2017-05-11,6144,8192
6228,2017-05-21,6144,8192
7017,2017-05-31,6144,8192
8769,2017-06-20,6144,8192
7149,2017-07-10,6144,8192
22120,2017-07-20,6144,8192
21255,2017-07-30,6144,8192
29192,2017-08-09,6144,8192
30500,2017-08-19,6144,8192
36048,2017-09-08,6144,8192
32644,2017-09-18,6144,8192
43372,2017-09-28,6144,8192
23560,2017-10-08,6144,8192
23656,2017-10-28,6144,8192
15373,2017-11-07,6144,8192
6781,2017-11-17,6144,8192
4596,2017-11-27,6144,8192
2723,2017-12-07,6144,8192
2701,2017-12-17,6144,8192
4651,2017-12-27,6144,8192
2880,2018-01-06,6144,8192
2051,2018-01-26,6144,8192
1484,2018-02-15,6144,8192
1655,2018-03-17,6144,8192
1881,2018-04-16,6144,8192
5358,2018-04-26,6144,8192
2342,2018-05-06,6144,8192
9364,2018-05-26,6144,8192
14907,2018-06-05,6144,8192
16328,2018-06-15,6144,8192
15998,2018-06-25,6144,8192
21994,2018-07-05,6144,8192
28950,2018-07-15,6144,8192
29463,2018-07-25,6144,8192
29140,2018-08-04,6144,8192
37284,2018-08-14,6144,8192
40954,2018-08-24,6144,8192
42035,2018-09-03,6144,8192
35278,2018-09-13,6144,8192
40318,2018-10-03,6144,8192
43099,2018-10-23,6144,8192
39422,2018-11-02,6144,8192
31042,2018-11-12,6144,8192
31794,2018-11-22,6144,8192
27917,2018-12-02,6144,8192
946,2019-01-01,6144,8192
2628,2019-01-21,6144,8192
1818,2019-02-20,6144,8192
1694,2019-03-02,6144,8192
2019,2019-03-12,6144,8192
4946,2019-04-11,6144,8192
2035,2019-04-21,6144,8192
535,2019-05-01,6144,8192
5718,2019-05-11,6144,8192
166,2019-05-21,6144,8192
1194,2019-06-10,6144,8192
6769,2019-06-20,6144,8192
8324,2019-06-30,6144,8192
10108,2019-07-20,6144,8192
14246,2019-07-30,6144,8192
17968,2019-08-09,6144,8192
2608,2016-12-22,6144,8704
2877,2017-01-01,6144,8704
1237,2017-01-11,6144,8704
2224,2017-02-10,6144,8704
3163,2017-02-20,6144,8704
2735,2017-03-02,6144,8704
1692,2017-03-12,6144,8704
2225,2017-04-01,6144,8704
2172,2017-04-11,6144,8704
655,2017-05-01,6144,8704
3973,2017-05-11,6144,8704
4026,2017-05-21,6144,8704
4130,2017-05-31,6144,8704
5247,2017-06-20,6144,8704
4276,2017-07-10,6144,8704
10168,2017-07-20,6144,8704
8217,2017-07-30,6144,8704
14699,2017-08-09,6144,8704
13977,2017-08-19,6144,8704
21515,2017-09-08,6144,8704
16666,2017-09-18,6144,8704
23737,2017-09-28,6144,8704
18942,2017-10-08,6144,8704
14719,2017-10-28,6144,8704
13477,2017-11-07,6144,8704
2111,2017-11-17,6144,8704
3400,2017-11-27,6144,8704
4806,2017-12-07,6144,8704
812,2017-12-17,6144,8704
2778,2017-12-27,6144,8704
3528,2018-01-06,6144,8704
1404,2018-01-26,6144,8704
1620,2018-02-15,6144,8704
1503,2018-03-17,6144,8704
1617,2018-04-16,6144,8704
5904,2018-04-26,6144,8704
625,2018-05-06,6144,8704
7783,2018-05-26,6144,8704
8573,2018-06-05,6144,8704
8387,2018-06-15,6144,8704
8764,2018-06-25,6144,8704
11152,2018-07-05,6144,8704
11727,2018-07-15,6144,8704
11186,2018-07-25,6144,8704
16053,2018-08-04,6144,8704
17278,2018-08-14,6144,8704
21558,2018-08-24,6144,8704
22968,2018-09-03,6144,8704
20728,2018-09-13,6144,8704
9289,2018-10-03,6144,8704
14554,2018-10-23,6144,8704
14970,2018-11-02,6144,8704
9549,2018-11-12,6144,8704
10187,2018-11-22,6144,8704
8877,2018-12-02,6144,8704
473,2019-01-01,6144,8704
2074,2019-01-21,6144,8704
1199,2019-02-20,6144,8704
2662,2019-03-02,6144,8704
1492,2019-03-12,6144,8704
2781,2019-04-11,6144,8704
3326,2019-04-21,6144,8704
161,2019-05-01,6144,8704
1785,2019-05-11,6144,8704
164,2019-05-21,6144,8704
466,2019-06-10,6144,8704
5725,2019-06-20,6144,8704
6045,2019-06-30,6144,8704
9023,2019-07-20,6144,8704
8252,2019-07-30,6144,8704
9956,2019-08-09,6144,8704
1530,2016-12-22,6144,9216
3055,2017-01-01,6144,9216
1154,2017-01-11,6144,9216
1354,2017-02-10,6144,9216
2832,2017-02-20,6144,9216
2152,2017-03-02,6144,9216
2220,2017-03-12,6144,9216
3599,2017-04-01,6144,9216
3099,2017-04-11,6144,9216
2789,2017-05-01,6144,9216
5754,2017-05-11,6144,9216
5654,2017-05-21,6144,9216
5629,2017-05-31,6144,9216
5961,2017-06-20,6144,9216
4929,2017-07-10,6144,9216
11456,2017-07-20,6144,9216
12265,2017-07-30,6144,9216
21521,2017-08-09,6144,9216
20485,2017-08-19,6144,9216
28269,2017-09-08,6144,9216
20914,2017-09-18,6144,9216
34217,2017-09-28,6144,9216
31535,2017-10-08,6144,9216
20422,2017-10-28,6144,9216
11560,2017-11-07,6144,9216
1416,2017-11-17,6144,9216
4604,2017-11-27,6144,9216
3781,2017-12-07,6144,9216
3821,2017-12-17,6144,9216
3949,2017-12-27,6144,9216
2533,2018-01-06,6144,9216
1221,2018-01-26,6144,9216
1213,2018-02-15,6144,9216
1562,2018-03-17,6144,9216
607,2018-04-16,6144,9216
4241,2018-04-26,6144,9216
5904,2018-05-06,6144,9216
5109,2018-05-26,6144,9216
8084,2018-06-05,6144,9216
8284,2018-06-15,6144,9216
9824,2018-06-25,6144,9216
13772,2018-07-05,6144,9216
17090,2018-07-15,6144,9216
21824,2018-07-25,6144,9216
26697,2018-08-04,6144,9216
31449,2018-08-14,6144,9216
34048,2018-08-24,6144,9216
41061,2018-09-03,6144,9216
35318,2018-09-13,6144,9216
22140,2018-10-03,6144,9216
23342,2018-10-23,6144,9216
29262,2018-11-02,6144,9216
19553,2018-11-12,6144,9216
17570,2018-11-22,6144,9216
16206,2018-12-02,6144,9216
164,2019-01-01,6144,9216
1027,2019-01-21,6144,9216
2635,2019-02-20,6144,9216
1064,2019-03-02,6144,9216
1866,2019-03-12,6144,9216
4338,2019-04-11,6144,9216
1475,2019-04-21,6144,9216
293,2019-05-01,6144,9216
3021,2019-05-11,6144,9216
24,2019-05-21,6144,9216
930,2019-06-10,6144,9216
5110,2019-06-20,6144,9216
6054,2019-06-30,6144,9216
12094,2019-07-20,6144,9216
16861,2019-07-30,6144,9216
22278,2019-08-09,6144,9216
14,2016-12-22,6144,9728
51,2017-01-01,6144,9728
0,2017-01-11,6144,9728
54,2017-02-10,6144,9728
0,2017-02-20,6144,9728
0,2017-03-02,6144,9728
14,2017-03-12,6144,9728
0,2017-04-01,6144,9728
0,2017-04-11,6144,9728
17,2017-05-01,6144,9728
0,2017-05-11,6144,9728
0,2017-05-21,6144,9728
142,2017-05-31,6144,9728
26,2017-06-20,6144,9728
64,2017-07-10,6144,9728
192,2017-07-20,6144,9728
732,2017-07-30,6144,9728
473,2017-08-09,6144,9728
714,2017-08-19,6144,9728
1294,2017-09-08,6144,9728
30,2017-09-18,6144,9728
1741,2017-09-28,6144,9728
401,2017-10-08,6144,9728
211,2017-10-28,6144,9728
25,2017-11-07,6144,9728
1,2017-11-17,6144,9728
41,2017-11-27,6144,9728
4,2017-12-07,6144,9728
113,2017-12-17,6144,9728
0,2017-12-27,6144,9728
0,2018-01-06,6144,9728
4,2018-01-26,6144,9728
54,2018-02-15,6144,9728
1,2018-03-17,6144,9728
70,2018-04-16,6144,9728
0,2018-04-26,6144,9728
0,2018-05-06,6144,9728
