cc_p20,cc_p40,cc_p60,cc_p80,cc_default,date,x,y,cc_p20_perc,cc_p40_perc,cc_p60_perc,cc_p80_perc,cc_default_perc
28,11,5,0,0,2017-08-19,6144,6144,0.0,0.0,0.0,0.0,0.0
10379,7607,6567,5233,9221,2017-09-08,6144,6144,4.0,2.9,2.5,2.0,3.5
252445,218042,196722,178420,228529,2017-09-18,6144,6144,96.3,83.2,75.0,68.1,87.2
33313,20966,14641,6957,25288,2017-09-28,6144,6144,12.7,8.0,5.6,2.7,9.6
139746,112872,102474,91418,124433,2017-10-08,6144,6144,53.3,43.1,39.1,34.9,47.5
97,18,11,0,0,2017-10-28,6144,6144,0.0,0.0,0.0,0.0,0.0
4828,2927,2299,1537,3672,2017-11-07,6144,6144,1.8,1.1,0.9,0.6,1.4
23265,13882,10873,7226,16797,2017-11-17,6144,6144,8.9,5.3,4.1,2.8,6.4
86014,61758,49549,39172,71162,2017-11-27,6144,6144,32.8,23.6,18.9,14.9,27.1
19333,14492,11652,7828,17130,2017-12-07,6144,6144,7.4,5.5,4.4,3.0,6.5
77466,59743,52440,45020,64917,2017-12-17,6144,6144,29.6,22.8,20.0,17.2,24.8
96159,74692,60213,44044,83879,2017-12-27,6144,6144,36.7,28.5,23.0,16.8,32.0
39526,21209,15192,10368,25526,2018-01-06,6144,6144,15.1,8.1,5.8,4.0,9.7
195179,161380,143364,119847,172157,2018-01-26,6144,6144,74.5,61.6,54.7,45.7,65.7
262144,262144,262143,262134,262144,2018-02-15,6144,6144,100.0,100.0,100.0,100.0,100.0
65171,49418,40909,32832,56189,2018-03-17,6144,6144,24.9,18.9,15.6,12.5,21.4
257655,224077,193165,158275,234000,2018-04-16,6144,6144,98.3,85.5,73.7,60.4,89.3
180,9,1,0,0,2018-04-26,6144,6144,0.1,0.0,0.0,0.0,0.0
138733,65901,47737,31203,77370,2018-05-06,6144,6144,52.9,25.1,18.2,11.9,29.5
262144,262006,261450,260268,262128,2018-05-26,6144,6144,100.0,99.9,99.7,99.3,100.0
80,14,8,3,0,2018-06-05,6144,6144,0.0,0.0,0.0,0.0,0.0
198,23,2,0,0,2018-06-15,6144,6144,0.1,0.0,0.0,0.0,0.0
108892,23456,3857,575,27370,2018-06-25,6144,6144,41.5,8.9,1.5,0.2,10.4
77209,51119,42627,33157,60422,2018-07-05,6144,6144,29.5,19.5,16.3,12.6,23.0
170,10,5,1,0,2018-07-15,6144,6144,0.1,0.0,0.0,0.0,0.0
198,5,3,0,0,2018-07-25,6144,6144,0.1,0.0,0.0,0.0,0.0
73018,47233,37198,25583,55768,2018-08-04,6144,6144,27.9,18.0,14.2,9.8,21.3
116,3,0,0,0,2018-08-14,6144,6144,0.0,0.0,0.0,0.0,0.0
15638,10388,7454,4816,12520,2018-08-24,6144,6144,6.0,4.0,2.8,1.8,4.8
10,3,0,0,0,2018-09-03,6144,6144,0.0,0.0,0.0,0.0,0.0
188299,137814,124284,110263,151893,2018-09-13,6144,6144,71.8,52.6,47.4,42.1,57.9
121107,76001,62957,54024,87274,2018-10-03,6144,6144,46.2,29.0,24.0,20.6,33.3
181572,132893,118530,103959,149239,2018-10-23,6144,6144,69.3,50.7,45.2,39.7,56.9
3176,126,30,3,55,2018-11-02,6144,6144,1.2,0.0,0.0,0.0,0.0
60313,41466,32700,24951,49946,2018-11-12,6144,6144,23.0,15.8,12.5,9.5,19.1
213415,191809,173847,148994,204506,2018-11-22,6144,6144,81.4,73.2,66.3,56.8,78.0
70074,41256,34427,28489,48158,2018-12-02,6144,6144,26.7,15.7,13.1,10.9,18.4
262136,262098,261984,261584,262144,2019-01-01,6144,6144,100.0,100.0,99.9,99.8,100.0
114018,80817,66666,51914,92625,2019-01-21,6144,6144,43.5,30.8,25.4,19.8,35.3
805,14,0,0,0,2019-02-20,6144,6144,0.3,0.0,0.0,0.0,0.0
123757,94124,82485,70383,102358,2019-03-02,6144,6144,47.2,35.9,31.5,26.8,39.0
381,29,1,0,0,2019-03-12,6144,6144,0.1,0.0,0.0,0.0,0.0
261954,259778,254204,248031,261656,2019-04-11,6144,6144,99.9,99.1,97.0,94.6,99.8
262144,262144,262144,262144,262144,2019-04-21,6144,6144,100.0,100.0,100.0,100.0,100.0
186319,122813,95553,69184,130345,2019-05-01,6144,6144,71.1,46.8,36.5,26.4,49.7
391,28,1,0,0,2019-05-11,6144,6144,0.1,0.0,0.0,0.0,0.0
166434,95145,61759,21075,103148,2019-05-21,6144,6144,63.5,36.3,23.6,8.0,39.3
259899,229232,191597,139343,240555,2019-06-10,6144,6144,99.1,87.4,73.1,53.2,91.8
446,11,3,0,0,2019-06-20,6144,6144,0.2,0.0,0.0,0.0,0.0
2188,565,363,112,714,2019-06-30,6144,6144,0.8,0.2,0.1,0.0,0.3
188,17,1,0,0,2019-07-20,6144,6144,0.1,0.0,0.0,0.0,0.0
229631,189311,169571,148387,207657,2019-07-30,6144,6144,87.6,72.2,64.7,56.6,79.2
110,15,0,0,0,2019-08-09,6144,6144,0.0,0.0,0.0,0.0,0.0
41946,32040,27219,20018,37177,2016-12-22,6144,6656,16.0,12.2,10.4,7.6,14.2
141269,112581,96481,79048,121268,2017-01-01,6144,6656,53.9,42.9,36.8,30.2,46.3
655,198,29,0,277,2017-01-11,6144,6656,0.2,0.1,0.0,0.0,0.1
144944,104139,81903,61767,115797,2017-02-10,6144,6656,55.3,39.7,31.2,23.6,44.2
65704,46221,32627,18147,55143,2017-02-20,6144,6656,25.1,17.6,12.4,6.9,21.0
66518,46663,33583,21542,53871,2017-03-02,6144,6656,25.4,17.8,12.8,8.2,20.6
69231,54141,44127,34125,61148,2017-03-12,6144,6656,26.4,20.7,16.8,13.0,23.3
175,6,0,0,0,2017-04-01,6144,6656,0.1,0.0,0.0,0.0,0.0
37,0,0,0,0,2017-04-11,6144,6656,0.0,0.0,0.0,0.0,0.0
262144,262144,262144,262144,262144,2017-05-01,6144,6656,100.0,100.0,100.0,100.0,100.0
12,0,0,0,0,2017-05-11,6144,6656,0.0,0.0,0.0,0.0,0.0
72097,53871,45774,37960,60996,2017-05-21,6144,6656,27.5,20.6,17.5,14.5,23.3
167787,120831,67065,20446,146768,2017-05-31,6144,6656,64.0,46.1,25.6,7.8,56.0
23970,16335,10819,1520,18211,2017-06-20,6144,6656,9.1,6.2,4.1,0.6,6.9
212655,137333,108891,79795,152048,2017-07-10,6144,6656,81.1,52.4,41.5,30.4,58.0
51,0,0,0,0,2017-07-20,6144,6656,0.0,0.0,0.0,0.0,0.0
77597,51936,44030,36722,58044,2017-07-30,6144,6656,29.6,19.8,16.8,14.0,22.1
2,0,0,0,0,2017-08-09,6144,6656,0.0,0.0,0.0,0.0,0.0
11,0,0,0,0,2017-08-19,6144,6656,0.0,0.0,0.0,0.0,0.0
2303,1427,1002,531,1989,2017-09-08,6144,6656,0.9,0.5,0.4,0.2,0.8
173955,117385,103927,93330,128949,2017-09-18,6144,6656,66.4,44.8,39.6,35.6,49.2
14562,7651,3509,909,9678,2017-09-28,6144,6656,5.6,2.9,1.3,0.3,3.7
90299,70294,60139,48606,80501,2017-10-08,6144,6656,34.4,26.8,22.9,18.5,30.7
56,0,0,0,0,2017-10-28,6144,6656,0.0,0.0,0.0,0.0,0.0
13648,10438,8695,6577,12913,2017-11-07,6144,6656,5.2,4.0,3.3,2.5,4.9
15758,11164,9332,6802,13552,2017-11-17,6144,6656,6.0,4.3,3.6,2.6,5.2
67792,50617,41178,32452,59394,2017-11-27,6144,6656,25.9,19.3,15.7,12.4,22.7
7153,4967,3813,2624,5960,2017-12-07,6144,6656,2.7,1.9,1.5,1.0,2.3
95078,68166,58575,49830,77339,2017-12-17,6144,6656,36.3,26.0,22.3,19.0,29.5
115946,96349,85019,70595,105924,2017-12-27,6144,6656,44.2,36.8,32.4,26.9,40.4
92456,68751,59252,49627,78263,2018-01-06,6144,6656,35.3,26.2,22.6,18.9,29.9
55979,26063,17613,9818,31297,2018-01-26,6144,6656,21.4,9.9,6.7,3.7,11.9
262144,262144,262144,262144,262144,2018-02-15,6144,6656,100.0,100.0,100.0,100.0,100.0
13549,8746,6097,4087,10525,2018-03-17,6144,6656,5.2,3.3,2.3,1.6,4.0
238156,178271,133752,80351,194013,2018-04-16,6144,6656,90.8,68.0,51.0,30.7,74.0
15,0,0,0,0,2018-04-26,6144,6656,0.0,0.0,0.0,0.0,0.0
93674,40760,29709,22726,47683,2018-05-06,6144,6656,35.7,15.5,11.3,8.7,18.2
261935,247366,229883,215961,252909,2018-05-26,6144,6656,99.9,94.4,87.7,82.4,96.5
1,0,0,0,0,2018-06-05,6144,6656,0.0,0.0,0.0,0.0,0.0
779,422,276,106,581,2018-06-15,6144,6656,0.3,0.2,0.1,0.0,0.2
128016,33953,6804,332,41714,2018-06-25,6144,6656,48.8,13.0,2.6,0.1,15.9
44982,30455,24215,17032,36412,2018-07-05,6144,6656,17.2,11.6,9.2,6.5,13.9
141,6,1,0,0,2018-07-15,6144,6656,0.1,0.0,0.0,0.0,0.0
114,14,7,1,0,2018-07-25,6144,6656,0.0,0.0,0.0,0.0,0.0
61364,45891,37353,26758,53146,2018-08-04,6144,6656,23.4,17.5,14.2,10.2,20.3
2873,617,56,0,611,2018-08-14,6144,6656,1.1,0.2,0.0,0.0,0.2
3501,1478,720,196,1942,2018-08-24,6144,6656,1.3,0.6,0.3,0.1,0.7
3,0,0,0,0,2018-09-03,6144,6656,0.0,0.0,0.0,0.0,0.0
136791,105710,96739,86683,116008,2018-09-13,6144,6656,52.2,40.3,36.9,33.1,44.3
43144,15464,9804,5770,19298,2018-10-03,6144,6656,16.5,5.9,3.7,2.2,7.4
102257,75986,64797,53628,86861,2018-10-23,6144,6656,39.0,29.0,24.7,20.5,33.1
7413,4418,2558,1594,5857,2018-11-02,6144,6656,2.8,1.7,1.0,0.6,2.2
23325,10085,7207,5057,12086,2018-11-12,6144,6656,8.9,3.8,2.7,1.9,4.6
181429,158149,144360,128895,167308,2018-11-22,6144,6656,69.2,60.3,55.1,49.2,63.8
58619,31758,25505,20192,37837,2018-12-02,6144,6656,22.4,12.1,9.7,7.7,14.4
262122,261917,261395,260333,262124,2019-01-01,6144,6656,100.0,99.9,99.7,99.3,100.0
155546,116740,101949,87131,129687,2019-01-21,6144,6656,59.3,44.5,38.9,33.2,49.5
325,0,0,0,0,2019-02-20,6144,6656,0.1,0.0,0.0,0.0,0.0
27158,16428,11924,7502,19159,2019-03-02,6144,6656,10.4,6.3,4.5,2.9,7.3
72,0,0,0,0,2019-03-12,6144,6656,0.0,0.0,0.0,0.0,0.0
249468,227715,210729,194477,237760,2019-04-11,6144,6656,95.2,86.9,80.4,74.2,90.7
262144,262142,262133,261156,262144,2019-04-21,6144,6656,100.0,100.0,100.0,99.6,100.0
236856,183564,154082,120325,192724,2019-05-01,6144,6656,90.4,70.0,58.8,45.9,73.5
79,1,0,0,0,2019-05-11,6144,6656,0.0,0.0,0.0,0.0,0.0
47189,9654,1675,0,11494,2019-05-21,6144,6656,18.0,3.7,0.6,0.0,4.4
249014,198411,173521,153805,207914,2019-06-10,6144,6656,95.0,75.7,66.2,58.7,79.3
15,0,0,0,0,2019-06-20,6144,6656,0.0,0.0,0.0,0.0,0.0
4295,2652,1910,1164,3459,2019-06-30,6144,6656,1.6,1.0,0.7,0.4,1.3
23,0,0,0,0,2019-07-20,6144,6656,0.0,0.0,0.0,0.0,0.0
220609,186072,167206,147255,206338,2019-07-30,6144,6656,84.2,71.0,63.8,56.2,78.7
22,0,0,0,0,2019-08-09,6144,6656,0.0,0.0,0.0,0.0,0.0
7913,5610,4278,2871,6483,2016-12-22,6144,7168,3.0,2.1,1.6,1.1,2.5
143804,109821,82969,39737,118479,2017-01-01,6144,7168,54.9,41.9,31.7,15.2,45.2
66852,48793,38827,30250,55680,2017-01-11,6144,7168,25.5,18.6,14.8,11.5,21.2
192360,168942,153256,137130,176959,2017-02-10,6144,7168,73.4,64.4,58.5,52.3,67.5
61697,43941,33522,20836,51107,2017-02-20,6144,7168,23.5,16.8,12.8,7.9,19.5
53941,37081,28543,19451,42716,2017-03-02,6144,7168,20.6,14.1,10.9,7.4,16.3
67625,53936,44035,34053,61811,2017-03-12,6144,7168,25.8,20.6,16.8,13.0,23.6
103,2,0,0,0,2017-04-01,6144,7168,0.0,0.0,0.0,0.0,0.0
199,37,1,0,0,2017-04-11,6144,7168,0.1,0.0,0.0,0.0,0.0
262144,262144,262144,262143,262144,2017-05-01,6144,7168,100.0,100.0,100.0,100.0,100.0
49,0,0,0,0,2017-05-11,6144,7168,0.0,0.0,0.0,0.0,0.0
110584,86289,75460,66457,94353,2017-05-21,6144,7168,42.2,32.9,28.8,25.4,36.0
1165,30,0,0,0,2017-05-31,6144,7168,0.4,0.0,0.0,0.0,0.0
577,10,0,0,0,2017-06-20,6144,7168,0.2,0.0,0.0,0.0,0.0
225104,133903,105912,81971,150200,2017-07-10,6144,7168,85.9,51.1,40.4,31.3,57.3
84,4,0,0,0,2017-07-20,6144,7168,0.0,0.0,0.0,0.0,0.0
32781,18507,14078,9327,22867,2017-07-30,6144,7168,12.5,7.1,5.4,3.6,8.7
17,0,0,0,0,2017-08-09,6144,7168,0.0,0.0,0.0,0.0,0.0
28,0,0,0,0,2017-08-19,6144,7168,0.0,0.0,0.0,0.0,0.0
31,0,0,0,0,2017-09-08,6144,7168,0.0,0.0,0.0,0.0,0.0
115679,75459,62372,50401,86550,2017-09-18,6144,7168,44.1,28.8,23.8,19.2,33.0
2297,966,161,0,1277,2017-09-28,6144,7168,0.9,0.4,0.1,0.0,0.5
44748,36046,30752,25538,41673,2017-10-08,6144,7168,17.1,13.8,11.7,9.7,15.9
37,2,0,0,0,2017-10-28,6144,7168,0.0,0.0,0.0,0.0,0.0
26039,19976,16298,12172,23825,2017-11-07,6144,7168,9.9,7.6,6.2,4.6,9.1
47721,36059,30639,23578,42534,2017-11-17,6144,7168,18.2,13.8,11.7,9.0,16.2
69036,53439,45376,37946,60982,2017-11-27,6144,7168,26.3,20.4,17.3,14.5,23.3
896,318,139,1,424,2017-12-07,6144,7168,0.3,0.1,0.1,0.0,0.2
119872,88470,75248,62311,99881,2017-12-17,6144,7168,45.7,33.7,28.7,23.8,38.1
95237,77707,67814,57328,86836,2017-12-27,6144,7168,36.3,29.6,25.9,21.9,33.1
99226,67222,50467,30378,76484,2018-01-06,6144,7168,37.9,25.6,19.3,11.6,29.2
32154,15829,10259,4071,19123,2018-01-26,6144,7168,12.3,6.0,3.9,1.6,7.3
262143,262120,262069,261976,262144,2018-02-15,6144,7168,100.0,100.0,100.0,99.9,100.0
120560,101617,89685,77846,112514,2018-03-17,6144,7168,46.0,38.8,34.2,29.7,42.9
230433,144215,108333,78143,158783,2018-04-16,6144,7168,87.9,55.0,41.3,29.8,60.6
109,2,0,0,0,2018-04-26,6144,7168,0.0,0.0,0.0,0.0,0.0
210877,148603,121390,101139,162107,2018-05-06,6144,7168,80.4,56.7,46.3,38.6,61.8
260001,207780,168308,146642,223731,2018-05-26,6144,7168,99.2,79.3,64.2,55.9,85.3
94,0,0,0,0,2018-06-05,6144,7168,0.0,0.0,0.0,0.0,0.0
425,46,2,0,0,2018-06-15,6144,7168,0.2,0.0,0.0,0.0,0.0
204754,104278,43461,8607,131791,2018-06-25,6144,7168,78.1,39.8,16.6,3.3,50.3
78892,57915,45914,32212,69653,2018-07-05,6144,7168,30.1,22.1,17.5,12.3,26.6
206,65,29,9,0,2018-07-15,6144,7168,0.1,0.0,0.0,0.0,0.0
164,30,15,2,0,2018-07-25,6144,7168,0.1,0.0,0.0,0.0,0.0
88498,65011,54291,41085,74232,2018-08-04,6144,7168,33.8,24.8,20.7,15.7,28.3
894,155,15,2,205,2018-08-14,6144,7168,0.3,0.1,0.0,0.0,0.1
19,1,0,0,0,2018-08-24,6144,7168,0.0,0.0,0.0,0.0,0.0
24,1,0,0,0,2018-09-03,6144,7168,0.0,0.0,0.0,0.0,0.0
109789,84278,72281,60545,94630,2018-09-13,6144,7168,41.9,32.1,27.6,23.1,36.1
33731,10025,5380,3160,13114,2018-10-03,6144,7168,12.9,3.8,2.1,1.2,5.0
59213,49432,44934,39987,53655,2018-10-23,6144,7168,22.6,18.9,17.1,15.3,20.5
3605,1257,644,325,1582,2018-11-02,6144,7168,1.4,0.5,0.2,0.1,0.6
20309,9314,6429,3332,11912,2018-11-12,6144,7168,7.7,3.6,2.5,1.3,4.5
49409,29219,21223,15006,34896,2018-11-22,6144,7168,18.8,11.1,8.1,5.7,13.3
68567,43469,35916,29135,51010,2018-12-02,6144,7168,26.2,16.6,13.7,11.1,19.5
258844,251437,240850,217159,257107,2019-01-01,6144,7168,98.7,95.9,91.9,82.8,98.1
172941,131132,113623,96366,145914,2019-01-21,6144,7168,66.0,50.0,43.3,36.8,55.7
213,8,0,0,0,2019-02-20,6144,7168,0.1,0.0,0.0,0.0,0.0
58012,38140,29594,21488,43410,2019-03-02,6144,7168,22.1,14.5,11.3,8.2,16.6
153,20,0,0,0,2019-03-12,6144,7168,0.1,0.0,0.0,0.0,0.0
74957,40530,32125,25262,44951,2019-04-11,6144,7168,28.6,15.5,12.3,9.6,17.1
259552,240323,225673,198316,244701,2019-04-21,6144,7168,99.0,91.7,86.1,75.7,93.3
236639,161473,108031,68309,176963,2019-05-01,6144,7168,90.3,61.6,41.2,26.1,67.5
210,23,1,0,0,2019-05-11,6144,7168,0.1,0.0,0.0,0.0,0.0
86996,51328,33944,16577,55928,2019-05-21,6144,7168,33.2,19.6,12.9,6.3,21.3
108946,49599,35349,25375,57164,2019-06-10,6144,7168,41.6,18.9,13.5,9.7,21.8
152,2,0,0,0,2019-06-20,6144,7168,0.1,0.0,0.0,0.0,0.0
6014,4120,3460,2952,4676,2019-06-30,6144,7168,2.3,1.6,1.3,1.1,1.8
134,1,0,0,0,2019-07-20,6144,7168,0.1,0.0,0.0,0.0,0.0
193070,151247,136650,122747,165439,2019-07-30,6144,7168,73.7,57.7,52.1,46.8,63.1
75,2,0,0,0,2019-08-09,6144,7168,0.0,0.0,0.0,0.0,0.0
141783,134361,124512,112023,136981,2016-12-22,6144,7680,54.1,51.3,47.5,42.7,52.3
250505,234926,220713,199095,241184,2017-01-01,6144,7680,95.6,89.6,84.2,75.9,92.0
120634,93467,71883,46978,104527,2017-01-11,6144,7680,46.0,35.7,27.4,17.9,39.9
247000,198624,179479,162503,206920,2017-02-10,6144,7680,94.2,75.8,68.5,62.0,78.9
42238,28314,20091,11335,32679,2017-02-20,6144,7680,16.1,10.8,7.7,4.3,12.5
110216,90646,79134,65814,97782,2017-03-02,6144,7680,42.0,34.6,30.2,25.1,37.3
80183,61613,49639,37657,70067,2017-03-12,6144,7680,30.6,23.5,18.9,14.4,26.7
503,8,0,0,0,2017-04-01,6144,7680,0.2,0.0,0.0,0.0,0.0
730,73,2,0,0,2017-04-11,6144,7680,0.3,0.0,0.0,0.0,0.0
262144,262142,262124,262025,262144,2017-05-01,6144,7680,100.0,100.0,100.0,100.0,100.0
168,2,0,0,0,2017-05-11,6144,7680,0.1,0.0,0.0,0.0,0.0
61382,43059,34638,26105,49932,2017-05-21,6144,7680,23.4,16.4,13.2,10.0,19.0
2373,187,16,0,31,2017-05-31,6144,7680,0.9,0.1,0.0,0.0,0.0
881,62,0,0,0,2017-06-20,6144,7680,0.3,0.0,0.0,0.0,0.0
255984,192396,161025,138145,205988,2017-07-10,6144,7680,97.7,73.4,61.4,52.7,78.6
595,22,0,0,0,2017-07-20,6144,7680,0.2,0.0,0.0,0.0,0.0
108860,56955,47488,39517,64821,2017-07-30,6144,7680,41.5,21.7,18.1,15.1,24.7
107,5,0,0,0,2017-08-09,6144,7680,0.0,0.0,0.0,0.0,0.0
99,0,0,0,0,2017-08-19,6144,7680,0.0,0.0,0.0,0.0,0.0
8971,6883,5894,4510,8161,2017-09-08,6144,7680,3.4,2.6,2.2,1.7,3.1
113175,58096,46023,35192,66668,2017-09-18,6144,7680,43.2,22.2,17.6,13.4,25.4
272,2,0,0,0,2017-09-28,6144,7680,0.1,0.0,0.0,0.0,0.0
51175,39824,35027,30169,45630,2017-10-08,6144,7680,19.5,15.2,13.4,11.5,17.4
208,12,0,0,0,2017-10-28,6144,7680,0.1,0.0,0.0,0.0,0.0
26680,20868,17830,13920,24465,2017-11-07,6144,7680,10.2,8.0,6.8,5.3,9.3
121331,91189,80525,69013,102544,2017-11-17,6144,7680,46.3,34.8,30.7,26.3,39.1
18210,10849,8461,6501,12613,2017-11-27,6144,7680,6.9,4.1,3.2,2.5,4.8
2272,1256,941,468,1690,2017-12-07,6144,7680,0.9,0.5,0.4,0.2,0.6
108262,71039,60238,50672,78603,2017-12-17,6144,7680,41.3,27.1,23.0,19.3,30.0
5000,2642,1306,92,3494,2017-12-27,6144,7680,1.9,1.0,0.5,0.0,1.3
45086,27356,21567,14324,32071,2018-01-06,6144,7680,17.2,10.4,8.2,5.5,12.2
107042,64676,51524,40467,70992,2018-01-26,6144,7680,40.8,24.7,19.7,15.4,27.1
262137,262125,262102,262015,262144,2018-02-15,6144,7680,100.0,100.0,100.0,100.0,100.0
70144,55554,48248,40429,62140,2018-03-17,6144,7680,26.8,21.2,18.4,15.4,23.7
260571,244866,216739,191145,251797,2018-04-16,6144,7680,99.4,93.4,82.7,72.9,96.1
333,4,2,0,0,2018-04-26,6144,7680,0.1,0.0,0.0,0.0,0.0
233192,161452,131893,114729,174440,2018-05-06,6144,7680,89.0,61.6,50.3,43.8,66.5
204703,131196,106726,80313,142013,2018-05-26,6144,7680,78.1,50.0,40.7,30.6,54.2
333,7,0,0,0,2018-06-05,6144,7680,0.1,0.0,0.0,0.0,0.0
11479,5725,4002,2125,7724,2018-06-15,6144,7680,4.4,2.2,1.5,0.8,2.9
258493,222583,182379,124301,238780,2018-06-25,6144,7680,98.6,84.9,69.6,47.4,91.1
59759,40417,31089,19832,49315,2018-07-05,6144,7680,22.8,15.4,11.9,7.6,18.8
347,16,2,0,0,2018-07-15,6144,7680,0.1,0.0,0.0,0.0,0.0
416,23,1,0,0,2018-07-25,6144,7680,0.2,0.0,0.0,0.0,0.0
72000,48488,40226,31648,55402,2018-08-04,6144,7680,27.5,18.5,15.3,12.1,21.1
671,9,1,0,0,2018-08-14,6144,7680,0.3,0.0,0.0,0.0,0.0
1666,1286,1106,817,1516,2018-08-24,6144,7680,0.6,0.5,0.4,0.3,0.6
42,1,0,0,0,2018-09-03,6144,7680,0.0,0.0,0.0,0.0,0.0
101597,73169,64037,55476,80685,2018-09-13,6144,7680,38.8,27.9,24.4,21.2,30.8
147697,76778,62088,53223,88378,2018-10-03,6144,7680,56.3,29.3,23.7,20.3,33.7
8512,5128,3531,1901,6334,2018-10-23,6144,7680,3.2,2.0,1.3,0.7,2.4
25453,17480,13102,9651,20894,2018-11-02,6144,7680,9.7,6.7,5.0,3.7,8.0
16476,7052,4505,2825,8735,2018-11-12,6144,7680,6.3,2.7,1.7,1.1,3.3
60633,40442,29753,19418,47092,2018-11-22,6144,7680,23.1,15.4,11.3,7.4,18.0
93579,53004,44565,37943,61189,2018-12-02,6144,7680,35.7,20.2,17.0,14.5,23.3
210742,152488,123654,92911,162632,2019-01-01,6144,7680,80.4,58.2,47.2,35.4,62.0
150441,101817,84402,67251,113877,2019-01-21,6144,7680,57.4,38.8,32.2,25.7,43.4
816,19,0,0,0,2019-02-20,6144,7680,0.3,0.0,0.0,0.0,0.0
109520,83499,67309,49530,92901,2019-03-02,6144,7680,41.8,31.9,25.7,18.9,35.4
687,30,0,0,0,2019-03-12,6144,7680,0.3,0.0,0.0,0.0,0.0
81816,50673,35512,21589,58596,2019-04-11,6144,7680,31.2,19.3,13.5,8.2,22.4
260192,244199,236303,227195,246945,2019-04-21,6144,7680,99.3,93.2,90.1,86.7,94.2
261575,256177,247563,231239,258234,2019-05-01,6144,7680,99.8,97.7,94.4,88.2,98.5
792,59,3,0,0,2019-05-11,6144,7680,0.3,0.0,0.0,0.0,0.0
180390,130055,99734,61525,136220,2019-05-21,6144,7680,68.8,49.6,38.0,23.5,52.0
134782,70039,47714,25535,74041,2019-06-10,6144,7680,51.4,26.7,18.2,9.7,28.2
671,16,1,0,0,2019-06-20,6144,7680,0.3,0.0,0.0,0.0,0.0
1326,294,120,38,347,2019-06-30,6144,7680,0.5,0.1,0.0,0.0,0.1
566,22,3,0,0,2019-07-20,6144,7680,0.2,0.0,0.0,0.0,0.0
112845,70890,59590,49320,81298,2019-07-30,6144,7680,43.0,27.0,22.7,18.8,31.0
247,7,2,0,0,2019-08-09,6144,7680,0.1,0.0,0.0,0.0,0.0
257700,253343,239384,217662,255439,2016-12-22,6144,8192,98.3,96.6,91.3,83.0,97.4
217031,189440,175451,159361,195655,2017-01-01,6144,8192,82.8,72.3,66.9,60.8,74.6
113866,83286,59743,38607,95282,2017-01-11,6144,8192,43.4,31.8,22.8,14.7,36.3
222990,168722,148861,129537,178157,2017-02-10,6144,8192,85.1,64.4,56.8,49.4,68.0
26554,16997,10810,4148,20246,2017-02-20,6144,8192,10.1,6.5,4.1,1.6,7.7
66639,50078,40260,28959,55698,2017-03-02,6144,8192,25.4,19.1,15.4,11.0,21.2
72822,58213,49735,41388,64743,2017-03-12,6144,8192,27.8,22.2,19.0,15.8,24.7
385,5,0,0,0,2017-04-01,6144,8192,0.1,0.0,0.0,0.0,0.0
477,42,0,0,0,2017-04-11,6144,8192,0.2,0.0,0.0,0.0,0.0
261237,256834,253370,247843,258748,2017-05-01,6144,8192,99.7,98.0,96.7,94.5,98.7
92,0,0,0,0,2017-05-11,6144,8192,0.0,0.0,0.0,0.0,0.0
58945,39623,30862,21675,47084,2017-05-21,6144,8192,22.5,15.1,11.8,8.3,18.0
2041,413,131,27,411,2017-05-31,6144,8192,0.8,0.2,0.0,0.0,0.2
525,16,0,0,0,2017-06-20,6144,8192,0.2,0.0,0.0,0.0,0.0
252357,186867,157157,141195,198572,2017-07-10,6144,8192,96.3,71.3,60.0,53.9,75.7
290,8,0,0,0,2017-07-20,6144,8192,0.1,0.0,0.0,0.0,0.0
178639,112025,94647,81991,123558,2017-07-30,6144,8192,68.1,42.7,36.1,31.3,47.1
62,1,0,0,0,2017-08-09,6144,8192,0.0,0.0,0.0,0.0,0.0
24,0,0,0,0,2017-08-19,6144,8192,0.0,0.0,0.0,0.0,0.0
1849,908,520,256,1203,2017-09-08,6144,8192,0.7,0.3,0.2,0.1,0.5
169350,100584,83270,72190,107520,2017-09-18,6144,8192,64.6,38.4,31.8,27.5,41.0
160,6,1,0,0,2017-09-28,6144,8192,0.1,0.0,0.0,0.0,0.0
131172,108193,98321,88547,119025,2017-10-08,6144,8192,50.0,41.3,37.5,33.8,45.4
176,3,0,0,0,2017-10-28,6144,8192,0.1,0.0,0.0,0.0,0.0
23759,17749,15366,11913,21101,2017-11-07,6144,8192,9.1,6.8,5.9,4.5,8.0
103847,71847,62960,53874,79953,2017-11-17,6144,8192,39.6,27.4,24.0,20.6,30.5
93096,67313,58163,50044,74544,2017-11-27,6144,8192,35.5,25.7,22.2,19.1,28.4
6438,3967,2516,949,5054,2017-12-07,6144,8192,2.5,1.5,1.0,0.4,1.9
167077,131652,121067,112249,137949,2017-12-17,6144,8192,63.7,50.2,46.2,42.8,52.6
3605,1800,605,13,2200,2017-12-27,6144,8192,1.4,0.7,0.2,0.0,0.8
109632,81412,70389,59454,90972,2018-01-06,6144,8192,41.8,31.1,26.9,22.7,34.7
248433,210517,185454,158301,219811,2018-01-26,6144,8192,94.8,80.3,70.7,60.4,83.9
262143,262140,262130,262091,262144,2018-02-15,6144,8192,100.0,100.0,100.0,100.0,100.0
137023,117967,108267,97097,127526,2018-03-17,6144,8192,52.3,45.0,41.3,37.0,48.6
